月份,平均購屋貸款利率_(年息百分比率),每戶可支配年所得_,CPI_,失業率,公寓單價_平均,公寓單價_中位,公寓成交_(棟),住宅大樓單價_平均,住宅大樓單價_中位,住宅大樓成交_(棟),透天厝單價_平均,透天厝單價_中位,透天厝成交_(棟),遷入總人數_(人),遷出總人數_(人),city,year,month
2019.03,1.627,1224668,97.52,3.7,12,11,275,18,18,2061,39,35,849,2888,3003,高雄市,2019,3
2019.04,1.622,1224668,98.25,3.7,12,11,282,19,18,1916,38,36,858,2986,3172,高雄市,2019,4
2019.05,1.622,1224668,98.39,3.7,12,12,284,18,18,1699,39,34,752,3058,2945,高雄市,2019,5
2019.06,1.621,1224668,98.71,3.7,12,11,226,18,17,1553,39,35,632,2586,2764,高雄市,2019,6
2019.07,1.619,1224668,98.6,3.7,12,11,234,19,18,1758,41,37,735,3363,3800,高雄市,2019,7
2019.08,1.624,1224668,98.58,3.7,12,11,239,18,17,1497,41,37,613,3256,3474,高雄市,2019,8
2019.09,1.615,1224668,98.73,3.7,13,12,236,19,18,1717,37,33,762,3117,2852,高雄市,2019,9
2019.1,1.615,1224668,98.75,3.7,13,11,278,19,18,1705,39,36,746,2120,2053,高雄市,2019,1
2019.11,1.617,1224668,98.35,3.7,13,11,269,19,18,1670,40,36,731,2087,1918,高雄市,2019,11
2019.12,1.608,1224668,98.41,3.7,13,12,253,18,18,1698,42,37,765,1986,1884,高雄市,2019,12
2020.01,1.617,1224100,99,3.8,12,12,190,19,18,1276,42,40,528,2287,3756,高雄市,2020,1
2020.02,1.611,1224100,97.94,3.8,13,12,231,19,18,1446,41,37,690,2673,2969,高雄市,2020,2
2020.03,1.593,1224100,97.5,3.8,13,12,252,19,17,1501,39,37,801,2673,3104,高雄市,2020,3
2020.04,1.381,1224100,97.3,3.8,12,11,229,19,18,1377,41,38,662,2247,2244,高雄市,2020,4
2020.05,1.349,1224100,97.2,3.8,12,12,240,19,19,1875,39,35,807,2180,2305,高雄市,2020,5
2020.06,1.359,1224100,97.98,3.8,13,12,269,20,19,2027,40,37,849,2911,2344,高雄市,2020,6
2020.07,1.359,1224100,98.1,3.8,13,12,292,19,18,2249,43,40,879,3339,2779,高雄市,2020,7
2020.08,1.359,1224100,98.25,3.8,13,12,238,19,18,1931,44,42,773,3423,2815,高雄市,2020,8
2020.09,1.359,1224100,98.16,3.8,12,12,265,20,18,1976,43,40,855,3406,2587,高雄市,2020,9
2020.1,1.367,1224100,98.49,3.8,13,12,289,21,19,2130,42,39,1004,2249,1923,高雄市,2020,1
2020.11,1.361,1224100,98.44,3.8,14,13,270,19,18,2116,42,39,937,2403,2038,高雄市,2020,11
2020.12,1.356,1224100,98.45,3.8,14,12,257,19,18,1797,43,40,924,2717,2226,高雄市,2020,12
2021.01,1.362,1231562,98.81,4,15,12,225,20,19,1939,42,40,769,2488,2308,高雄市,2021,1
2021.02,1.367,1231562,99.29,4,14,13,184,20,19,1360,43,40,527,2405,2297,高雄市,2021,2
2021.03,1.357,1231562,98.69,4,14,13,340,20,19,2054,45,41,1008,3105,3084,高雄市,2021,3
2021.04,1.357,1231562,99.35,4,14,13,270,20,19,1756,44,40,895,2794,2752,高雄市,2021,4
2021.05,1.35,1231562,99.58,4,15,13,265,19,19,1367,45,42,755,2291,2237,高雄市,2021,5
2021.06,1.353,1231562,99.77,4,14,12,169,19,19,1093,44,40,550,2173,2148,高雄市,2021,6
2021.07,1.349,1231562,99.97,3.9,14,13,264,20,19,1474,47,43,804,2869,2790,高雄市,2021,7
2021.08,1.349,1231562,100.55,3.9,14,13,230,21,20,1915,44,41,740,3047,2986,高雄市,2021,8
2021.09,1.346,1231562,100.71,3.9,14,13,322,22,21,2971,49,46,1014,2860,2693,高雄市,2021,9
2021.1,1.351,1231562,101,3.9,15,14,323,22,22,2634,49,47,984,2415,2059,高雄市,2021,1
2021.11,1.351,1231562,101.24,3.9,15,13,344,22,22,2141,49,44,1000,2706,2218,高雄市,2021,11
2021.12,1.355,1231562,101.04,3.9,15,14,367,23,23,1887,49,44,939,2681,2403,高雄市,2021,12
2022.01,1.359,1263068,101.61,3.7,14,14,280,23,23,1492,49,45,652,2833,2539,高雄市,2022,1
2022.02,1.367,1263068,101.6,3.7,16,15,237,23,23,1168,46,41,604,2510,2195,高雄市,2022,2
2022.03,1.378,1263068,101.92,3.7,16,14,364,23,23,1525,47,41,785,3575,3316,高雄市,2022,3
2022.04,1.561,1263068,102.7,3.7,16,15,285,24,24,1394,48,42,726,3151,2803,高雄市,2022,4
2022.05,1.601,1263068,102.96,3.7,16,15,245,24,23,1160,47,43,612,2943,2448,高雄市,2022,5
2022.06,1.614,1263068,103.35,3.7,16,15,224,23,22,1028,53,45,594,2740,2447,高雄市,2022,6
2022.07,1.703,1263068,103.32,3.6,16,15,236,23,22,1106,52,47,562,3209,2844,高雄市,2022,7
2022.08,1.729,1263068,103.24,3.6,17,16,206,23,23,919,48,44,501,2998,2664,高雄市,2022,8
2022.09,1.731,1263068,103.49,3.6,17,16,239,23,23,1063,47,41,564,2773,2571,高雄市,2022,9
2022.1,1.827,1263068,103.77,3.6,17,15,233,24,23,929,48,43,624,1855,1691,高雄市,2022,1
2022.11,1.851,1263068,103.62,3.6,16,15,218,23,22,844,45,40,474,2048,1996,高雄市,2022,11
2022.12,1.864,1263068,103.78,3.6,17,16,195,23,22,900,46,39,610,2765,2679,高雄市,2022,12
2023.01,1.953,1325786,104.71,3.4,17,16,167,23,23,796,49,42,430,2110,2153,高雄市,2023,1
2023.02,1.98,1325786,104.06,3.4,17,15,247,23,23,1120,48,43,650,2954,2943,高雄市,2023,2
2023.03,1.985,1325786,104.32,3.4,17,16,284,24,23,1320,48,44,674,3212,3191,高雄市,2023,3
2023.04,2.08,1325786,105.11,3.4,18,16,242,24,24,1171,49,41,590,2308,2360,高雄市,2023,4
2023.05,2.101,1325786,105.04,3.4,17,15,222,24,24,1087,48,42,524,3063,2619,高雄市,2023,5
2023.06,2.098,1325786,105.16,3.4,18,16,166,25,24,977,56,47,487,2696,2488,高雄市,2023,6
2023.07,2.098,1325786,105.26,3.4,16,15,122,25,25,735,50,48,398,2744,2674,高雄市,2023,7
2023.08,2.091,1325786,105.85,3.4,17,15,158,25,25,1036,55,49,473,3381,3107,高雄市,2023,8
2023.09,2.076,1325786,106.52,3.4,18,16,196,26,25,995,51,48,437,2917,2407,高雄市,2023,9
2023.1,2.077,1325786,106.92,3.4,17,15,208,26,26,1274,53,52,553,2099,2032,高雄市,2023,1
2023.11,2.071,1325786,106.62,3.4,17,16,255,26,26,1320,51,47,638,2260,2114,高雄市,2023,11
2023.12,2.079,1325786,106.58,3.4,18,16,231,26,26,1500,54,48,684,2183,2048,高雄市,2023,12
2014.01,1.963,1146991,94.18,4,24,17,1970,30,24,3658,55,48,112,8519,7844,新北市,2014,1
2014.02,1.97,1146991,93.81,4,24,17,1723,29,23,3854,59,50,86,8519,7844,新北市,2014,2
2014.03,1.967,1146991,93.99,4,25,18,3056,30,24,6208,60,49,152,8519,7844,新北市,2014,3
2014.04,1.956,1146991,94.62,4,26,20,3041,31,24,6507,52,46,173,8519,7844,新北市,2014,4
2014.05,1.961,1146991,94.76,4,25,18,2551,31,25,5774,58,50,141,8519,7844,新北市,2014,5
2014.06,1.956,1146991,95.25,4,25,18,2378,30,24,5529,55,44,142,8519,7844,新北市,2014,6
2014.07,1.958,1146991,95.22,3.9,25,18,2403,30,24,5277,53,47,133,8519,7844,新北市,2014,7
2014.08,1.963,1146991,95.64,3.9,25,19,1998,30,25,4648,43,41,98,8519,7844,新北市,2014,8
2014.09,1.972,1146991,95.59,3.9,25,19,2323,30,25,5104,54,49,126,8519,7844,新北市,2014,9
2014.1,1.977,1146991,95.66,3.9,25,19,2474,30,24,5428,46,39,141,8519,7844,新北市,2014,1
2014.11,1.959,1146991,94.78,3.9,26,20,2335,30,24,5082,48,42,133,8519,7844,新北市,2014,11
2014.12,1.962,1146991,94.46,3.9,26,20,2991,31,26,7187,50,43,179,8519,7844,新北市,2014,12
2015.01,1.985,1171978,93.3,3.6,26,19,1648,24,18,6993,49,43,100,7998,7017,新北市,2015,1
2015.02,1.984,1171978,93.62,3.6,25,18,1091,25,19,4784,50,49,76,7252,5688,新北市,2015,2
2015.03,1.99,1171978,93.41,3.6,25,18,2088,24,18,8876,59,51,101,11298,8283,新北市,2015,3
2015.04,1.986,1171978,93.84,3.6,24,18,2113,26,20,8573,48,48,105,9433,7635,新北市,2015,4
2015.05,1.981,1171978,94.07,3.6,25,18,2074,25,19,7982,53,50,110,9312,9004,新北市,2015,5
2015.06,1.983,1171978,94.72,3.6,25,19,2005,26,19,8012,49,46,111,8797,7638,新北市,2015,6
2015.07,1.976,1171978,94.62,3.8,25,19,1974,24,19,8025,53,49,114,9019,8658,新北市,2015,7
2015.08,1.974,1171978,95.21,3.8,25,19,1732,24,18,7301,51,46,87,8667,8139,新北市,2015,8
2015.09,1.964,1171978,95.87,3.8,25,18,1573,25,19,6578,44,41,113,8103,8004,新北市,2015,9
2015.1,1.911,1171978,95.95,3.8,26,21,2119,24,19,7634,53,45,119,6623,6194,新北市,2015,1
2015.11,1.906,1171978,95.29,3.8,27,22,2309,24,18,10310,54,51,163,6075,5475,新北市,2015,11
2015.12,1.895,1171978,94.58,3.8,26,21,2560,24,18,10738,51,47,165,6653,5644,新北市,2015,12
2016.01,1.852,1223867,94.05,3.9,25,18,1337,23,18,4989,46,45,65,6781,6249,新北市,2016,1
2016.02,1.835,1223867,95.88,3.9,25,20,778,24,19,3199,60,44,55,6040,5721,新北市,2016,2
2016.03,1.816,1223867,95.29,3.9,23,18,1626,23,18,7800,47,42,107,9135,7620,新北市,2016,3
2016.04,1.74,1223867,95.6,3.9,26,21,1801,24,19,8580,52,52,104,7491,6735,新北市,2016,4
2016.05,1.731,1223867,95.23,3.9,25,20,1965,24,19,9770,48,48,117,8983,9027,新北市,2016,5
2016.06,1.724,1223867,95.57,3.9,26,21,1799,24,19,8512,45,40,129,7958,6929,新北市,2016,6
2016.07,1.695,1223867,95.79,4,25,20,1830,24,19,8959,47,39,103,8267,7898,新北市,2016,7
2016.08,1.684,1223867,95.75,4,25,21,1597,25,20,7706,53,47,102,9135,9007,新北市,2016,8
2016.09,1.669,1223867,96.19,4,24,19,1596,24,19,7843,49,50,96,7828,7681,新北市,2016,9
2016.1,1.661,1223867,97.58,4,24,19,1833,23,18,8701,57,47,98,6680,6513,新北市,2016,1
2016.11,1.678,1223867,97.17,4,25,20,1865,24,19,8169,46,43,121,6691,7087,新北市,2016,11
2016.12,1.659,1223867,96.18,4,24,19,2067,24,19,10013,55,47,167,7012,6829,新北市,2016,12
2017.01,1.674,1265798,96.16,3.8,25,21,1276,23,18,6277,55,48,76,5862,5592,新北市,2017,1
2017.02,1.668,1265798,95.82,3.8,25,21,1216,24,19,6289,62,47,81,6822,6688,新北市,2017,2
2017.03,1.665,1265798,95.46,3.8,25,20,2037,24,19,9484,51,51,117,8820,8062,新北市,2017,3
2017.04,1.666,1265798,95.69,3.8,25,21,1921,24,19,9467,69,41,125,6777,6721,新北市,2017,4
2017.05,1.655,1265798,95.8,3.8,25,20,1957,24,18,9978,70,44,108,8510,8949,新北市,2017,5
2017.06,1.647,1265798,96.53,3.8,25,21,1819,25,20,10021,49,41,127,8137,7648,新北市,2017,6
2017.07,1.642,1265798,96.53,3.7,25,21,1877,25,20,9224,46,34,101,7381,8010,新北市,2017,7
2017.08,1.638,1265798,96.67,3.7,25,20,1893,24,19,9258,53,38,112,9049,9063,新北市,2017,8
2017.09,1.633,1265798,96.66,3.7,24,20,1726,25,20,8707,59,43,98,7934,7790,新北市,2017,9
2017.1,1.627,1265798,97.26,3.7,25,21,1873,25,20,9856,54,49,94,6164,5590,新北市,2017,1
2017.11,1.63,1265798,97.5,3.7,25,20,2036,24,19,10996,61,43,176,6510,6176,新北市,2017,11
2017.12,1.632,1265798,97.35,3.7,26,22,2010,25,20,10882,66,50,139,6967,6376,新北市,2017,12
2018.01,1.635,1292753,97.02,3.7,27,22,1885,25,20,9662,49,48,128,7399,6671,新北市,2018,1
2018.02,1.633,1292753,97.93,3.7,26,22,975,25,20,5913,56,49,53,5478,5425,新北市,2018,2
2018.03,1.628,1292753,96.98,3.7,25,19,2092,25,20,11295,47,46,114,10213,9400,新北市,2018,3
2018.04,1.629,1292753,97.61,3.7,26,21,1969,35,19,10700,55,46,125,8125,7368,新北市,2018,4
2018.05,1.627,1292753,97.48,3.7,27,21,2167,25,20,11394,43,36,137,10107,10770,新北市,2018,5
2018.06,1.624,1292753,97.88,3.7,27,22,2003,25,20,10783,48,42,105,7345,7189,新北市,2018,6
2018.07,1.62,1292753,98.22,3.8,26,22,1881,25,20,10750,57,53,109,8376,8817,新北市,2018,7
2018.08,1.626,1292753,98.16,3.8,26,21,1755,25,21,10322,53,45,145,7839,8826,新北市,2018,8
2018.09,1.62,1292753,98.32,3.8,26,20,1739,25,21,10042,54,51,105,6387,7288,新北市,2018,9
2018.1,1.627,1292753,98.39,3.8,26,23,1953,25,21,11008,49,44,109,5410,5479,新北市,2018,1
2018.11,1.626,1292753,97.78,3.8,27,24,1797,25,21,10198,46,39,129,5368,5933,新北市,2018,11
2018.12,1.617,1292753,97.29,3.8,26,22,2126,25,21,11068,56,47,114,7495,8413,新北市,2018,12
2019.01,1.629,1319841,97.19,3.8,26,22,1975,25,20,10735,51,50,139,7550,8311,新北市,2019,1
2019.02,1.638,1319841,98.14,3.8,25,19,1221,25,20,7305,50,46,75,5838,6833,新北市,2019,2
2019.03,1.627,1319841,97.52,3.8,26,22,2363,25,21,13633,44,43,122,7771,8227,新北市,2019,3
2019.04,1.622,1319841,98.25,3.8,26,21,2244,26,21,13165,51,46,127,7362,8190,新北市,2019,4
2019.05,1.622,1319841,98.39,3.8,26,22,2229,26,21,13151,51,47,124,8059,10808,新北市,2019,5
2019.06,1.621,1319841,98.71,3.8,26,21,2102,26,21,12756,52,51,103,6681,7552,新北市,2019,6
2019.07,1.619,1319841,98.6,3.8,26,23,2287,26,21,12933,49,46,129,8348,10886,新北市,2019,7
2019.08,1.624,1319841,98.58,3.8,26,22,1897,26,21,11106,51,48,120,7665,10056,新北市,2019,8
2019.09,1.615,1319841,98.73,3.8,25,22,2046,26,22,13028,52,48,114,7169,9375,新北市,2019,9
2019.1,1.615,1319841,98.75,3.8,26,21,2304,27,22,13883,49,46,119,5901,6729,新北市,2019,1
2019.11,1.617,1319841,98.35,3.8,27,22,2318,26,22,13407,55,43,116,5016,6189,新北市,2019,11
2019.12,1.608,1319841,98.41,3.8,27,23,2341,27,22,13131,58,53,129,4938,6075,新北市,2019,12
2020.01,1.617,1352548,99,3.9,26,21,1550,27,22,8957,59,55,90,5972,7167,新北市,2020,1
2020.02,1.611,1352548,97.94,3.9,27,23,1847,26,22,10891,50,46,87,7081,9223,新北市,2020,2
2020.03,1.593,1352548,97.5,3.9,26,21,2192,26,22,12721,52,44,126,7331,8911,新北市,2020,3
2020.04,1.381,1352548,97.3,3.9,26,22,2017,26,22,10702,48,46,107,6409,8092,新北市,2020,4
2020.05,1.349,1352548,97.2,3.9,27,23,2372,27,22,14485,51,47,131,6896,9479,新北市,2020,5
2020.06,1.359,1352548,97.98,3.9,27,22,2583,28,23,16504,48,44,150,6780,7414,新北市,2020,6
2020.07,1.359,1352548,98.1,3.9,27,23,2656,28,23,17729,54,49,163,7945,9459,新北市,2020,7
2020.08,1.359,1352548,98.25,3.9,28,24,2399,29,24,17238,59,50,156,7663,9410,新北市,2020,8
2020.09,1.359,1352548,98.16,3.9,27,22,2457,29,24,16445,61,49,155,7652,9785,新北市,2020,9
2020.1,1.367,1352548,98.49,3.9,28,23,2586,29,24,16830,55,47,168,5540,6496,新北市,2020,1
2020.11,1.361,1352548,98.44,3.9,29,25,2681,28,23,16524,53,47,157,6070,7311,新北市,2020,11
2020.12,1.356,1352548,98.45,3.9,29,25,2707,30,24,15023,54,51,168,6530,7398,新北市,2020,12
2021.01,1.362,1381603,98.81,4,29,24,2335,30,24,13455,62,62,159,6023,6904,新北市,2021,1
2021.02,1.367,1381603,99.29,4,29,24,1550,30,24,9676,52,46,106,5626,6676,新北市,2021,2
2021.03,1.357,1381603,98.69,4,29,24,3028,30,24,16152,53,51,186,8028,9164,新北市,2021,3
2021.04,1.357,1381603,99.35,4,30,25,2689,30,24,15662,54,48,181,7329,8661,新北市,2021,4
2021.05,1.35,1381603,99.58,4,29,23,2205,29,24,11753,56,47,142,5531,6619,新北市,2021,5
2021.06,1.353,1381603,99.77,4,28,22,1466,28,23,7626,44,40,102,5407,5690,新北市,2021,6
2021.07,1.349,1381603,99.97,4.1,28,23,2216,29,23,10893,54,49,132,6864,8103,新北市,2021,7
2021.08,1.349,1381603,100.55,4.1,30,25,2369,30,25,14466,52,47,172,7793,9663,新北市,2021,8
2021.09,1.346,1381603,100.71,4.1,29,24,2621,30,25,17069,60,56,185,7599,10000,新北市,2021,9
2021.1,1.351,1381603,101,4.1,30,26,2882,32,26,17053,59,56,189,5751,7169,新北市,2021,1
2021.11,1.351,1381603,101.24,4.1,30,25,2869,31,26,15935,55,54,190,6453,7398,新北市,2021,11
2021.12,1.355,1381603,101.04,4.1,29,24,2815,32,26,14216,56,50,189,7037,8019,新北市,2021,12
2022.01,1.359,1421385,101.61,3.7,29,24,2188,32,27,10753,66,53,135,7018,8157,新北市,2022,1
2022.02,1.367,1421385,101.6,3.7,29,25,1688,32,27,8450,58,58,84,5718,6564,新北市,2022,2
2022.03,1.378,1421385,101.92,3.7,29,25,2848,33,27,13458,62,52,184,8920,9432,新北市,2022,3
2022.04,1.561,1421385,102.7,3.7,30,25,2474,33,28,10937,55,51,143,7459,7551,新北市,2022,4
2022.05,1.601,1421385,102.96,3.7,30,24,1950,33,28,9164,55,51,126,7025,7335,新北市,2022,5
2022.06,1.614,1421385,103.35,3.7,31,26,2009,34,27,8240,60,59,107,7449,7427,新北市,2022,6
2022.07,1.703,1421385,103.32,3.8,31,26,2067,33,28,8789,60,55,132,8197,8729,新北市,2022,7
2022.08,1.729,1421385,103.24,3.8,30,26,1843,33,28,7597,70,55,119,7751,8489,新北市,2022,8
2022.09,1.731,1421385,103.49,3.8,30,25,1969,33,28,8260,57,54,115,7078,8057,新北市,2022,9
2022.1,1.827,1421385,103.77,3.8,30,25,2019,33,28,7788,62,57,101,5030,4702,新北市,2022,1
2022.11,1.851,1421385,103.62,3.8,32,26,1958,33,27,6993,60,49,128,5450,5601,新北市,2022,11
2022.12,1.864,1421385,103.78,3.8,31,27,2010,33,27,7550,66,65,161,7134,8367,新北市,2022,12
2023.01,1.953,1440893,104.71,3.5,29,24,1277,32,27,5210,65,57,70,5658,5879,新北市,2023,1
2023.02,1.98,1440893,104.06,3.5,31,27,2149,32,27,7664,57,50,103,7463,8113,新北市,2023,2
2023.03,1.985,1440893,104.32,3.5,33,28,2640,34,28,9750,63,58,167,8371,8591,新北市,2023,3
2023.04,2.08,1440893,105.11,3.5,33,29,2322,35,29,9245,63,58,138,5916,5981,新北市,2023,4
2023.05,2.101,1440893,105.04,3.5,34,29,2035,34,29,8265,62,57,121,8098,8776,新北市,2023,5
2023.06,2.098,1440893,105.16,3.5,32,28,1704,36,30,7917,58,54,103,7292,7601,新北市,2023,6
2023.07,2.098,1440893,105.26,3.5,33,28,1334,35,30,6203,67,54,89,7485,8277,新北市,2023,7
2023.08,2.091,1440893,105.85,3.5,33,29,1780,36,30,8081,58,52,117,8231,8996,新北市,2023,8
2023.09,2.076,1440893,106.52,3.5,33,31,1720,36,31,7798,71,69,101,7534,8850,新北市,2023,9
2023.1,2.077,1440893,106.92,3.5,34,30,2044,36,31,8956,67,55,107,5661,5935,新北市,2023,1
2023.11,2.071,1440893,106.62,3.5,33,27,2068,36,30,8884,63,56,130,5840,5958,新北市,2023,11
2023.12,2.079,1440893,106.58,3.5,35,32,2314,36,31,9557,63,54,147,5363,5537,新北市,2023,12
